Long,Lat,,,
150.985376,-33.399248,0,,"{ lng: 150.985376, lat: -33.399248 },"
150.98555,-33.398938,0,,"{ lng: 150.98555, lat: -33.398938 },"
150.986436,-33.398191,0,,"{ lng: 150.986436, lat: -33.398191 },"
150.986521,-33.397766,0,,"{ lng: 150.986521, lat: -33.397766 },"
150.985907,-33.39708,0,,"{ lng: 150.985907, lat: -33.39708 },"
150.985118,-33.395558,0,,"{ lng: 150.985118, lat: -33.395558 },"
150.985031,-33.395023,0,,"{ lng: 150.985031, lat: -33.395023 },"
150.98632,-33.393751,0,,"{ lng: 150.98632, lat: -33.393751 },"
150.986252,-33.392417,0,,"{ lng: 150.986252, lat: -33.392417 },"
150.986075,-33.392231,0,,"{ lng: 150.986075, lat: -33.392231 },"
150.985608,-33.392162,0,,"{ lng: 150.985608, lat: -33.392162 },"
150.985507,-33.391947,0,,"{ lng: 150.985507, lat: -33.391947 },"
150.986352,-33.391405,0,,"{ lng: 150.986352, lat: -33.391405 },"
150.986605,-33.390855,0,,"{ lng: 150.986605, lat: -33.390855 },"
150.985659,-33.389715,0,,"{ lng: 150.985659, lat: -33.389715 },"
150.985511,-33.387556,0,,"{ lng: 150.985511, lat: -33.387556 },"
150.984908,-33.387421,0,,"{ lng: 150.984908, lat: -33.387421 },"
150.984149,-33.38803,0,,"{ lng: 150.984149, lat: -33.38803 },"
150.983971,-33.387849,0,,"{ lng: 150.983971, lat: -33.387849 },"
150.984236,-33.387371,0,,"{ lng: 150.984236, lat: -33.387371 },"
150.985442,-33.386311,0,,"{ lng: 150.985442, lat: -33.386311 },"
150.985453,-33.386043,0,,"{ lng: 150.985453, lat: -33.386043 },"
150.985787,-33.385646,0,,"{ lng: 150.985787, lat: -33.385646 },"
150.988773,-33.3826,0,,"{ lng: 150.988773, lat: -33.3826 },"
150.988912,-33.381967,0,,"{ lng: 150.988912, lat: -33.381967 },"
150.987988,-33.380196,0,,"{ lng: 150.987988, lat: -33.380196 },"
150.988783,-33.379528,0,,"{ lng: 150.988783, lat: -33.379528 },"
150.986975,-33.37806,0,,"{ lng: 150.986975, lat: -33.37806 },"
150.983831,-33.378535,0,,"{ lng: 150.983831, lat: -33.378535 },"
150.981576,-33.383515,0,,"{ lng: 150.981576, lat: -33.383515 },"
150.979737,-33.39472,0,,"{ lng: 150.979737, lat: -33.39472 },"
150.976652,-33.400233,0,,"{ lng: 150.976652, lat: -33.400233 },"
150.972381,-33.40302,0,,"{ lng: 150.972381, lat: -33.40302 },"
150.968643,-33.406814,0,,"{ lng: 150.968643, lat: -33.406814 },"
150.964312,-33.410075,0,,"{ lng: 150.964312, lat: -33.410075 },"
150.96106,-33.412259,0,,"{ lng: 150.96106, lat: -33.412259 },"
150.958148,-33.412841,0,,"{ lng: 150.958148, lat: -33.412841 },"
150.954903,-33.412758,0,,"{ lng: 150.954903, lat: -33.412758 },"
150.951742,-33.413756,0,,"{ lng: 150.951742, lat: -33.413756 },"
150.951077,-33.416832,0,,"{ lng: 150.951077, lat: -33.416832 },"
150.952242,-33.41916,0,,"{ lng: 150.952242, lat: -33.41916 },"
150.953407,-33.422153,0,,"{ lng: 150.953407, lat: -33.422153 },"
150.953407,-33.425229,0,,"{ lng: 150.953407, lat: -33.425229 },"
150.951577,-33.427474,0,,"{ lng: 150.951577, lat: -33.427474 },"
150.949247,-33.428139,0,,"{ lng: 150.949247, lat: -33.428139 },"
150.946502,-33.426975,0,,"{ lng: 150.946502, lat: -33.426975 },"
150.943673,-33.424896,0,,"{ lng: 150.943673, lat: -33.424896 },"
150.941843,-33.421571,0,,"{ lng: 150.941843, lat: -33.421571 },"
150.94151,-33.416583,0,,"{ lng: 150.94151, lat: -33.416583 },"
150.939846,-33.413923,0,,"{ lng: 150.939846, lat: -33.413923 },"
150.937184,-33.414172,0,,"{ lng: 150.937184, lat: -33.414172 },"
150.934273,-33.4165,0,,"{ lng: 150.934273, lat: -33.4165 },"
150.932442,-33.420407,0,,"{ lng: 150.932442, lat: -33.420407 },"
150.931278,-33.428471,0,,"{ lng: 150.931278, lat: -33.428471 },"
150.929947,-33.430799,0,,"{ lng: 150.929947, lat: -33.430799 },"
150.927701,-33.431963,0,,"{ lng: 150.927701, lat: -33.431963 },"
150.924955,-33.432462,0,,"{ lng: 150.924955, lat: -33.432462 },"
150.923291,-33.431714,0,,"{ lng: 150.923291, lat: -33.431714 },"
150.921544,-33.429136,0,,"{ lng: 150.921544, lat: -33.429136 },"
150.921461,-33.42606,0,,"{ lng: 150.921461, lat: -33.42606 },"
150.922875,-33.422818,0,,"{ lng: 150.922875, lat: -33.422818 },"
150.924622,-33.42049,0,,"{ lng: 150.924622, lat: -33.42049 },"
150.924539,-33.418329,0,,"{ lng: 150.924539, lat: -33.418329 },"
150.92221,-33.417664,0,,"{ lng: 150.92221, lat: -33.417664 },"
150.911228,-33.418578,0,,"{ lng: 150.911228, lat: -33.418578 },"
150.903575,-33.419493,0,,"{ lng: 150.903575, lat: -33.419493 },"
150.898001,-33.423151,0,,"{ lng: 150.898001, lat: -33.423151 },"
150.893758,-33.427224,0,,"{ lng: 150.893758, lat: -33.427224 },"
150.893342,-33.4303,0,,"{ lng: 150.893342, lat: -33.4303 },"
150.895755,-33.432462,0,,"{ lng: 150.895755, lat: -33.432462 },"
150.899249,-33.434374,0,,"{ lng: 150.899249, lat: -33.434374 },"
150.898167,-33.43587,0,,"{ lng: 150.898167, lat: -33.43587 },"
150.896254,-33.43745,0,,"{ lng: 150.896254, lat: -33.43745 },"
150.893342,-33.436868,0,,"{ lng: 150.893342, lat: -33.436868 },"
150.890846,-33.43612,0,,"{ lng: 150.890846, lat: -33.43612 },"
150.887353,-33.437201,0,,"{ lng: 150.887353, lat: -33.437201 },"
150.886272,-33.439445,0,,"{ lng: 150.886272, lat: -33.439445 },"
150.886438,-33.44144,0,,"{ lng: 150.886438, lat: -33.44144 },"
150.886438,-33.44435,0,,"{ lng: 150.886438, lat: -33.44435 },"
150.885357,-33.446262,0,,"{ lng: 150.885357, lat: -33.446262 },"
150.882944,-33.447842,0,,"{ lng: 150.882944, lat: -33.447842 },"
150.877037,-33.451251,0,,"{ lng: 150.877037, lat: -33.451251 },"
150.87554,-33.452747,0,,"{ lng: 150.87554, lat: -33.452747 },"
150.876621,-33.454326,0,,"{ lng: 150.876621, lat: -33.454326 },"
150.878951,-33.45574,0,,"{ lng: 150.878951, lat: -33.45574 },"
150.882112,-33.456322,0,,"{ lng: 150.882112, lat: -33.456322 },"
150.884608,-33.456488,0,,"{ lng: 150.884608, lat: -33.456488 },"
150.888268,-33.455906,0,,"{ lng: 150.888268, lat: -33.455906 },"
150.891596,-33.454576,0,,"{ lng: 150.891596, lat: -33.454576 },"
150.893759,-33.45283,0,,"{ lng: 150.893759, lat: -33.45283 },"
150.896504,-33.4515,0,,"{ lng: 150.896504, lat: -33.4515 },"
150.898251,-33.451749,0,,"{ lng: 150.898251, lat: -33.451749 },"
150.89925,-33.453744,0,,"{ lng: 150.89925, lat: -33.453744 },"
150.899749,-33.455989,0,,"{ lng: 150.899749, lat: -33.455989 },"
150.903223,-33.463,0,,"{ lng: 150.903223, lat: -33.463 },"
150.904842,-33.466797,0,,"{ lng: 150.904842, lat: -33.466797 },"
150.905264,-33.46961,0,,"{ lng: 150.905264, lat: -33.46961 },"
150.904772,-33.472001,0,,"{ lng: 150.904772, lat: -33.472001 },"
150.903083,-33.473478,0,,"{ lng: 150.903083, lat: -33.473478 },"
150.900127,-33.474462,0,,"{ lng: 150.900127, lat: -33.474462 },"
150.896116,-33.474744,0,,"{ lng: 150.896116, lat: -33.474744 },"
150.892034,-33.47397,0,,"{ lng: 150.892034, lat: -33.47397 },"
150.879508,-33.471087,0,,"{ lng: 150.879508, lat: -33.471087 },"
150.876553,-33.470806,0,,"{ lng: 150.876553, lat: -33.470806 },"
150.873034,-33.47172,0,,"{ lng: 150.873034, lat: -33.47172 },"
150.871064,-33.473126,0,,"{ lng: 150.871064, lat: -33.473126 },"
150.870853,-33.475025,0,,"{ lng: 150.870853, lat: -33.475025 },"
150.872734,-33.47756,0,,"{ lng: 150.872734, lat: -33.47756 },"
150.875849,-33.480229,0,,"{ lng: 150.875849, lat: -33.480229 },"
150.877397,-33.481776,0,,"{ lng: 150.877397, lat: -33.481776 },"
150.878453,-33.483534,0,,"{ lng: 150.878453, lat: -33.483534 },"
150.879016,-33.486558,0,,"{ lng: 150.879016, lat: -33.486558 },"
150.878734,-33.490145,0,,"{ lng: 150.878734, lat: -33.490145 },"
150.876482,-33.492395,0,,"{ lng: 150.876482, lat: -33.492395 },"
150.869657,-33.497669,0,,"{ lng: 150.869657, lat: -33.497669 },"
150.869806,-33.499054,0,,"{ lng: 150.869806, lat: -33.499054 },"
150.870488,-33.500191,0,,"{ lng: 150.870488, lat: -33.500191 },"
150.871737,-33.501214,0,,"{ lng: 150.871737, lat: -33.501214 },"
150.873157,-33.501839,0,,"{ lng: 150.873157, lat: -33.501839 },"
150.874577,-33.501441,0,,"{ lng: 150.874577, lat: -33.501441 },"
150.87645,-33.499906,0,,"{ lng: 150.87645, lat: -33.499906 },"
150.879693,-33.496551,0,,"{ lng: 150.879693, lat: -33.496551 },"
150.882675,-33.493802,0,,"{ lng: 150.882675, lat: -33.493802 },"
150.885349,-33.490918,0,,"{ lng: 150.885349, lat: -33.490918 },"
150.890205,-33.486066,0,,"{ lng: 150.890205, lat: -33.486066 },"
150.891753,-33.485222,0,,"{ lng: 150.891753, lat: -33.485222 },"
150.893512,-33.484659,0,,"{ lng: 150.893512, lat: -33.484659 },"
150.896186,-33.486347,0,,"{ lng: 150.896186, lat: -33.486347 },"
150.898016,-33.487894,0,,"{ lng: 150.898016, lat: -33.487894 },"
150.899635,-33.488879,0,,"{ lng: 150.899635, lat: -33.488879 },"
150.900901,-33.489371,0,,"{ lng: 150.900901, lat: -33.489371 },"
150.902098,-33.491411,0,,"{ lng: 150.902098, lat: -33.491411 },"
150.90442,-33.494224,0,,"{ lng: 150.90442, lat: -33.494224 },"
150.906672,-33.496263,0,,"{ lng: 150.906672, lat: -33.496263 },"
150.910294,-33.49996,0,,"{ lng: 150.910294, lat: -33.49996 },"
150.912245,-33.500686,0,,"{ lng: 150.912245, lat: -33.500686 },"
150.915058,-33.501367,0,,"{ lng: 150.915058, lat: -33.501367 },"
150.917781,-33.501322,0,,"{ lng: 150.917781, lat: -33.501322 },"
150.921728,-33.501504,0,,"{ lng: 150.921728, lat: -33.501504 },"
150.925449,-33.502048,0,,"{ lng: 150.925449, lat: -33.502048 },"
150.926946,-33.503138,0,,"{ lng: 150.926946, lat: -33.503138 },"
150.927672,-33.504864,0,,"{ lng: 150.927672, lat: -33.504864 },"
150.926583,-33.508451,0,,"{ lng: 150.926583, lat: -33.508451 },"
150.924723,-33.511311,0,,"{ lng: 150.924723, lat: -33.511311 },"
150.922727,-33.513854,0,,"{ lng: 150.922727, lat: -33.513854 },"
150.919278,-33.51676,0,,"{ lng: 150.919278, lat: -33.51676 },"
150.916782,-33.51735,0,,"{ lng: 150.916782, lat: -33.51735 },"
150.914559,-33.517305,0,,"{ lng: 150.914559, lat: -33.517305 },"
150.912653,-33.516487,0,,"{ lng: 150.912653, lat: -33.516487 },"
150.910884,-33.51458,0,,"{ lng: 150.910884, lat: -33.51458 },"
150.907662,-33.512356,0,,"{ lng: 150.907662, lat: -33.512356 },"
150.906618,-33.511356,0,,"{ lng: 150.906618, lat: -33.511356 },"
150.905348,-33.510585,0,,"{ lng: 150.905348, lat: -33.510585 },"
150.903306,-33.510312,0,,"{ lng: 150.903306, lat: -33.510312 },"
150.900947,-33.510948,0,,"{ lng: 150.900947, lat: -33.510948 },"
150.899449,-33.511538,0,,"{ lng: 150.899449, lat: -33.511538 },"
150.898542,-33.512356,0,,"{ lng: 150.898542, lat: -33.512356 },"
150.89836,-33.513718,0,,"{ lng: 150.89836, lat: -33.513718 },"
150.899585,-33.515352,0,,"{ lng: 150.899585, lat: -33.515352 },"
150.901763,-33.517032,0,,"{ lng: 150.901763, lat: -33.517032 },"
150.905756,-33.519529,0,,"{ lng: 150.905756, lat: -33.519529 },"
150.906982,-33.520664,0,,"{ lng: 150.906982, lat: -33.520664 },"
150.907798,-33.522572,0,,"{ lng: 150.907798, lat: -33.522572 },"
150.906618,-33.524024,0,,"{ lng: 150.906618, lat: -33.524024 },"
150.902126,-33.525886,0,,"{ lng: 150.902126, lat: -33.525886 },"
150.900538,-33.526885,0,,"{ lng: 150.900538, lat: -33.526885 },"
150.899313,-33.528792,0,,"{ lng: 150.899313, lat: -33.528792 },"
150.89884,-33.530735,0,,"{ lng: 150.89884, lat: -33.530735 },"
150.897683,-33.532664,0,,"{ lng: 150.897683, lat: -33.532664 },"
150.896462,-33.534207,0,,"{ lng: 150.896462, lat: -33.534207 },"
150.895757,-33.535493,0,,"{ lng: 150.895757, lat: -33.535493 },"
150.891965,-33.538258,0,,"{ lng: 150.891965, lat: -33.538258 },"
150.890101,-33.539159,0,,"{ lng: 150.890101, lat: -33.539159 },"
150.889395,-33.540638,0,,"{ lng: 150.889395, lat: -33.540638 },"
150.88933,-33.542181,0,,"{ lng: 150.88933, lat: -33.542181 },"
150.890359,-33.544174,0,,"{ lng: 150.890359, lat: -33.544174 },"
150.892158,-33.546489,0,,"{ lng: 150.892158, lat: -33.546489 },"
150.893058,-33.548612,0,,"{ lng: 150.893058, lat: -33.548612 },"
150.892929,-33.550412,0,,"{ lng: 150.892929, lat: -33.550412 },"
150.89203,-33.552406,0,,"{ lng: 150.89203, lat: -33.552406 },"
150.889073,-33.555299,0,,"{ lng: 150.889073, lat: -33.555299 },"
150.888816,-33.558965,0,,"{ lng: 150.888816, lat: -33.558965 },"
150.889795,-33.56155,0,,"{ lng: 150.889795, lat: -33.56155 },"
150.891629,-33.561474,0,,"{ lng: 150.891629, lat: -33.561474 },"
150.893435,-33.561034,0,,"{ lng: 150.893435, lat: -33.561034 },"
150.894266,-33.559937,0,,"{ lng: 150.894266, lat: -33.559937 },"
150.895231,-33.556463,0,,"{ lng: 150.895231, lat: -33.556463 },"
150.896005,-33.555291,0,,"{ lng: 150.896005, lat: -33.555291 },"
150.896767,-33.555408,0,,"{ lng: 150.896767, lat: -33.555408 },"
150.898256,-33.555985,0,,"{ lng: 150.898256, lat: -33.555985 },"
150.899698,-33.556068,0,,"{ lng: 150.899698, lat: -33.556068 },"
150.900331,-33.555843,0,,"{ lng: 150.900331, lat: -33.555843 },"
150.902489,-33.554583,0,,"{ lng: 150.902489, lat: -33.554583 },"
150.903596,-33.554431,0,,"{ lng: 150.903596, lat: -33.554431 },"
150.904734,-33.554705,0,,"{ lng: 150.904734, lat: -33.554705 },"
150.905384,-33.555013,0,,"{ lng: 150.905384, lat: -33.555013 },"
150.907629,-33.557269,0,,"{ lng: 150.907629, lat: -33.557269 },"
150.908117,-33.557541,0,,"{ lng: 150.908117, lat: -33.557541 },"
150.908648,-33.557571,0,,"{ lng: 150.908648, lat: -33.557571 },"
150.910205,-33.557272,0,,"{ lng: 150.910205, lat: -33.557272 },"
150.91273,-33.556393,0,,"{ lng: 150.91273, lat: -33.556393 },"
150.914329,-33.55552,0,,"{ lng: 150.914329, lat: -33.55552 },"
150.915198,-33.554749,0,,"{ lng: 150.915198, lat: -33.554749 },"
150.916338,-33.554426,0,,"{ lng: 150.916338, lat: -33.554426 },"
150.917364,-33.554803,0,,"{ lng: 150.917364, lat: -33.554803 },"
150.918978,-33.556345,0,,"{ lng: 150.918978, lat: -33.556345 },"
150.919947,-33.556823,0,,"{ lng: 150.919947, lat: -33.556823 },"
150.920449,-33.557272,0,,"{ lng: 150.920449, lat: -33.557272 },"
150.920894,-33.558145,0,,"{ lng: 150.920894, lat: -33.558145 },"
150.921109,-33.559765,0,,"{ lng: 150.921109, lat: -33.559765 },"
150.921632,-33.560817,0,,"{ lng: 150.921632, lat: -33.560817 },"
150.921955,-33.561086,0,,"{ lng: 150.921955, lat: -33.561086 },"
150.922515,-33.561169,0,,"{ lng: 150.922515, lat: -33.561169 },"
150.923354,-33.560906,0,,"{ lng: 150.923354, lat: -33.560906 },"
150.924093,-33.56035,0,,"{ lng: 150.924093, lat: -33.56035 },"
150.925234,-33.559125,0,,"{ lng: 150.925234, lat: -33.559125 },"
150.926008,-33.5587,0,,"{ lng: 150.926008, lat: -33.5587 },"
150.92677,-33.5585,0,,"{ lng: 150.92677, lat: -33.5585 },"
150.927608,-33.558461,0,,"{ lng: 150.927608, lat: -33.558461 },"
150.928189,-33.558766,0,,"{ lng: 150.928189, lat: -33.558766 },"
150.928426,-33.559573,0,,"{ lng: 150.928426, lat: -33.559573 },"
150.928175,-33.5609,0,,"{ lng: 150.928175, lat: -33.5609 },"
150.928885,-33.561432,0,,"{ lng: 150.928885, lat: -33.561432 },"
150.929631,-33.56145,0,,"{ lng: 150.929631, lat: -33.56145 },"
150.930298,-33.561181,0,,"{ lng: 150.930298, lat: -33.561181 },"
150.930643,-33.560697,0,,"{ lng: 150.930643, lat: -33.560697 },"
150.930915,-33.559902,0,,"{ lng: 150.930915, lat: -33.559902 },"
150.931296,-33.559537,0,,"{ lng: 150.931296, lat: -33.559537 },"
150.9324,-33.559561,0,,"{ lng: 150.9324, lat: -33.559561 },"
150.932946,-33.559896,0,,"{ lng: 150.932946, lat: -33.559896 },"
150.933692,-33.560857,0,,"{ lng: 150.933692, lat: -33.560857 },"
150.933448,-33.562579,0,,"{ lng: 150.933448, lat: -33.562579 },"
150.93367,-33.563386,0,,"{ lng: 150.93367, lat: -33.563386 },"
150.934322,-33.564075,0,,"{ lng: 150.934322, lat: -33.564075 },"
150.93579,-33.564704,0,,"{ lng: 150.93579, lat: -33.564704 },"
150.922727,-33.584245,0,,"{ lng: 150.922727, lat: -33.584245 },"
150.922553,-33.584283,0,,"{ lng: 150.922553, lat: -33.584283 },"
150.919403,-33.588947,0,,"{ lng: 150.919403, lat: -33.588947 },"
150.897242,-33.622408,0,,"{ lng: 150.897242, lat: -33.622408 },"
150.892249,-33.629747,0,,"{ lng: 150.892249, lat: -33.629747 },"
150.886604,-33.637608,0,,"{ lng: 150.886604, lat: -33.637608 },"
150.883977,-33.641744,0,,"{ lng: 150.883977, lat: -33.641744 },"
150.882529,-33.643106,0,,"{ lng: 150.882529, lat: -33.643106 },"
150.881406,-33.645984,0,,"{ lng: 150.881406, lat: -33.645984 },"
150.878196,-33.650322,0,,"{ lng: 150.878196, lat: -33.650322 },"
150.877515,-33.651773,0,,"{ lng: 150.877515, lat: -33.651773 },"
150.874367,-33.65646,0,,"{ lng: 150.874367, lat: -33.65646 },"
150.87402,-33.656763,0,,"{ lng: 150.87402, lat: -33.656763 },"
150.873316,-33.655994,0,,"{ lng: 150.873316, lat: -33.655994 },"
150.871631,-33.654822,0,,"{ lng: 150.871631, lat: -33.654822 },"
150.867872,-33.653277,0,,"{ lng: 150.867872, lat: -33.653277 },"
150.866382,-33.652394,0,,"{ lng: 150.866382, lat: -33.652394 },"
150.863876,-33.650168,0,,"{ lng: 150.863876, lat: -33.650168 },"
150.860391,-33.64789,0,,"{ lng: 150.860391, lat: -33.64789 },"
150.85874,-33.646317,0,,"{ lng: 150.85874, lat: -33.646317 },"
150.835156,-33.658009,0,,"{ lng: 150.835156, lat: -33.658009 },"
150.832456,-33.657088,0,,"{ lng: 150.832456, lat: -33.657088 },"
150.827172,-33.657267,0,,"{ lng: 150.827172, lat: -33.657267 },"
150.826472,-33.658201,0,,"{ lng: 150.826472, lat: -33.658201 },"
150.824356,-33.659501,0,,"{ lng: 150.824356, lat: -33.659501 },"
150.822018,-33.660148,0,,"{ lng: 150.822018, lat: -33.660148 },"
150.82022,-33.66046,0,,"{ lng: 150.82022, lat: -33.66046 },"
150.818625,-33.661343,0,,"{ lng: 150.818625, lat: -33.661343 },"
150.81737,-33.662387,0,,"{ lng: 150.81737, lat: -33.662387 },"
150.816643,-33.663377,0,,"{ lng: 150.816643, lat: -33.663377 },"
150.815523,-33.665498,0,,"{ lng: 150.815523, lat: -33.665498 },"
150.813439,-33.667572,0,,"{ lng: 150.813439, lat: -33.667572 },"
150.813061,-33.669278,0,,"{ lng: 150.813061, lat: -33.669278 },"
150.813766,-33.671323,0,,"{ lng: 150.813766, lat: -33.671323 },"
150.813903,-33.672146,0,,"{ lng: 150.813903, lat: -33.672146 },"
150.814788,-33.67334,0,,"{ lng: 150.814788, lat: -33.67334 },"
150.815846,-33.673962,0,,"{ lng: 150.815846, lat: -33.673962 },"
150.816378,-33.674041,0,,"{ lng: 150.816378, lat: -33.674041 },"
150.817873,-33.673762,0,,"{ lng: 150.817873, lat: -33.673762 },"
150.818466,-33.673933,0,,"{ lng: 150.818466, lat: -33.673933 },"
150.818878,-33.674505,0,,"{ lng: 150.818878, lat: -33.674505 },"
150.819136,-33.675206,0,,"{ lng: 150.819136, lat: -33.675206 },"
150.819109,-33.675789,0,,"{ lng: 150.819109, lat: -33.675789 },"
150.818647,-33.67638,0,,"{ lng: 150.818647, lat: -33.67638 },"
150.818156,-33.676736,0,,"{ lng: 150.818156, lat: -33.676736 },"
150.815329,-33.67753,0,,"{ lng: 150.815329, lat: -33.67753 },"
150.813662,-33.677787,0,,"{ lng: 150.813662, lat: -33.677787 },"
150.81191,-33.677651,0,,"{ lng: 150.81191, lat: -33.677651 },"
150.810966,-33.67835,0,,"{ lng: 150.810966, lat: -33.67835 },"
150.810212,-33.678533,0,,"{ lng: 150.810212, lat: -33.678533 },"
150.808162,-33.678252,0,,"{ lng: 150.808162, lat: -33.678252 },"
150.807524,-33.678094,0,,"{ lng: 150.807524, lat: -33.678094 },"
150.807093,-33.677817,0,,"{ lng: 150.807093, lat: -33.677817 },"
150.805853,-33.676502,0,,"{ lng: 150.805853, lat: -33.676502 },"
150.805272,-33.675272,0,,"{ lng: 150.805272, lat: -33.675272 },"
150.804611,-33.674492,0,,"{ lng: 150.804611, lat: -33.674492 },"
150.803912,-33.674449,0,,"{ lng: 150.803912, lat: -33.674449 },"
150.80394,-33.67525,0,,"{ lng: 150.80394, lat: -33.67525 },"
150.803626,-33.675515,0,,"{ lng: 150.803626, lat: -33.675515 },"
150.803216,-33.675515,0,,"{ lng: 150.803216, lat: -33.675515 },"
150.80262,-33.675232,0,,"{ lng: 150.80262, lat: -33.675232 },"
150.80165,-33.67517,0,,"{ lng: 150.80165, lat: -33.67517 },"
